100,10000,594,12.2
200,40000,1194,30.3
300,90000,1794,60.0
400,160000,2394,111.5
500,250000,2994,157.5
600,360000,3594,225.3
700,490000,4194,307.1
800,640000,4794,399.6
900,810000,5394,509.6
1000,1000000,5994,638.6
