100,10000,594,5.6
200,40000,1194,16.2
300,90000,1794,35.2
400,160000,2394,58.2
500,250000,2994,93.0
600,360000,3594,140.2
700,490000,4194,189.1
800,640000,4794,239.7
900,810000,5394,328.5
1000,1000000,5994,406.4
