100,3846,8316,12.2
200,3038,28006,31.0
300,3166,74257,77.4
400,3630,89846,93.5
500,3797,140209,144.0
600,3763,231283,235.0
700,4048,300441,304.5
800,3786,394077,397.9
900,3692,512278,516.0
1000,3965,637502,641.5
