100,10000,594,4.2
200,40000,1194,9.8
300,90000,1794,19.0
400,160000,2394,32.4
500,250000,2994,49.7
600,360000,3594,74.4
700,490000,4194,102.3
800,640000,4794,132.9
900,810000,5394,171.4
1000,1000000,5994,205.9
