100,10000,594,4.2
200,40000,1194,15.0
300,90000,1794,31.9
400,160000,2394,54.9
500,250000,2994,94.2
600,360000,3594,135.2
700,490000,4194,177.5
800,640000,4794,236.0
900,810000,5394,317.6
1000,1000000,5994,401.6
