100,10000,594,4.0
200,40000,1194,14.3
300,90000,1794,33.0
400,160000,2394,57.5
500,250000,2994,93.2
600,360000,3594,132.6
700,490000,4194,181.4
800,640000,4794,235.3
900,810000,5394,313.6
1000,1000000,5994,396.0
