100,715,1157,1.9
200,657,5205,5.9
300,547,11765,12.3
400,609,21820,22.4
500,579,34623,35.2
600,583,50242,50.8
700,652,67685,68.3
800,693,100261,101.0
900,737,125384,126.1
1000,758,142474,143.2
