100,10000,594,1.9
200,40000,1194,4.9
300,90000,1794,10.3
400,160000,2394,18.9
500,250000,2994,29.0
600,360000,3594,43.0
700,490000,4194,59.5
800,640000,4794,82.7
900,810000,5394,106.0
1000,1000000,5994,136.8
