100,10000,594,2.0
200,40000,1194,5.6
300,90000,1794,12.2
400,160000,2394,23.4
500,250000,2994,36.4
600,360000,3594,49.8
700,490000,4194,69.7
800,640000,4794,101.2
900,810000,5394,126.2
1000,1000000,5994,148.0
