100,1407,2163,3.6
200,1096,4874,6.0
300,1056,7791,8.8
400,1132,14920,16.1
500,1176,21158,22.3
600,1291,30892,32.2
700,1258,38621,39.9
800,1238,55623,56.9
900,1419,70191,71.6
1000,1271,83645,84.9
