100,10000,594,8.2
200,40000,1194,13.0
300,90000,1794,13.2
400,160000,2394,19.1
500,250000,2994,25.2
600,360000,3594,33.7
700,490000,4194,43.5
800,640000,4794,52.8
900,810000,5394,66.9
1000,1000000,5994,78.1
