N,num_variables,num_constraints,api_time_ms,model_time_ms,repetitions,error_pct
100,10000,594,88.0836,58.8045,3,1.17
200,40000,1194,88.0805,155.2704,3,0.64
300,90000,1794,88.7007,315.2876,3,0.34
400,160000,2394,88.8659,529.64,3,0.33
500,250000,2994,88.8492,850.9436,3,0.46
600,360000,3594,88.9423,1283.9512,3,0.88
700,490000,4194,88.8286,1804.726,3,0.76
800,640000,4794,88.3331,2424.5368,2,1.22
900,810000,5394,88.4018,3159.5765,2,2.95
1000,1000000,5994,88.823,3802.5311,2,0.45
