N,num_variables,num_constraints,api_time_ms,model_time_ms,repetitions,error_pct
100,10000,594,6,4.915,3,1.26
200,40000,1194,6,20.312,3,0.68
300,90000,1794,6,43.618,3,1.21
400,160000,2394,7.0,86.9445,4,1.17
500,250000,2994,7,164.752,7,1.38
600,360000,3594,7,229.895,3,0.86
700,490000,4194,7,422.106,3,1.4
800,640000,4794,7,545.354,3,0.54
900,810000,5394,7,660.354,3,0.54
1000,1000000,5994,7,1036.09,3,0.54
