N,num_variables,num_constraints,api_time_ms,model_time_ms,repetitions,error_pct
100,10000,594,0,1.952,15,1.41
200,40000,1194,0.0,7.926,10,1.36
300,90000,1794,0,18.282,3,0.83
400,160000,2394,0,31.097,3,0.85
500,250000,2994,0,49.627,11,1.45
600,360000,3594,0,70.029,3,0.49
700,490000,4194,0,92.786,3,0.46
800,640000,4794,0,119.924,3,0.11
900,810000,5394,0,159.443,3,0.2
1000,1000000,5994,0.0,197.4915,4,1.12
