N,num_variables,num_constraints,api_time_ms,model_time_ms,repetitions,error_pct
100,10000,594,0,4.06,3,1.18
200,40000,1194,0,16.426,17,1.47
300,90000,1794,0,37.672,3,1.07
400,160000,2394,0,74.488,13,1.41
500,250000,2994,0.0,139.0545,8,1.38
600,360000,3594,0.0,184.343,4,1.33
700,490000,4194,0,349.88,3,0.75
800,640000,4794,0,435.864,3,0.87
900,810000,5394,0,513.05,3,1.41
1000,1000000,5994,0,848.64,3,0.32
