N,num_variables,num_constraints,api_time_ms,model_time_ms,repetitions,error_pct
100,10000,594,8,6.931,3,0.56
200,40000,1194,7,27.846,3,1.31
300,90000,1794,8,63.199,3,1.0
400,160000,2394,8,112.304,5,1.42
500,250000,2994,8,181.458,3,0.45
600,360000,3594,8,267.767,3,0.12
700,490000,4194,8,360.375,3,0.67
800,640000,4794,8,468.496,3,0.19
900,810000,5394,8,615.087,3,0.48
1000,1000000,5994,8,759.18,3,0.25
