N,num_variables,num_constraints,api_time_ms,model_time_ms,repetitions,error_pct
100,10000,594,1,3.691,9,1.4
200,40000,1194,1,13.692,3,1.36
300,90000,1794,1,32.094,7,1.41
400,160000,2394,1,54.46,3,1.46
500,250000,2994,1.0,92.3855,4,1.47
600,360000,3594,1,139.332,3,0.84
700,490000,4194,1,183.565,3,0.69
800,640000,4794,1,234.052,3,0.75
900,810000,5394,1,319.06,3,0.74
1000,1000000,5994,1,388.845,3,0.47
