N,num_variables,num_constraints,api_time_ms,model_time_ms,repetitions,error_pct
100,10000,594,6,4.163,3,0.38
200,40000,1194,6,16.425,7,1.41
300,90000,1794,6,36.915,3,1.0
400,160000,2394,7.0,75.9805,6,1.29
500,250000,2994,7,140.752,3,0.59
600,360000,3594,7.0,187.979,4,1.27
700,490000,4194,7,349.108,3,0.83
800,640000,4794,7,432.921,3,0.75
900,810000,5394,7,522.329,3,1.14
1000,1000000,5994,7,845.582,3,0.19
