N,num_variables,num_constraints,api_time_ms,model_time_ms,repetitions,error_pct
100,10000,594,1,4.946,11,1.47
200,40000,1194,1.0,19.5,4,1.46
300,90000,1794,1,44.931,5,1.32
400,160000,2394,1.0,87.7855,14,1.43
500,250000,2994,1,165.701,7,1.49
600,360000,3594,1.0,226.2295,4,1.14
700,490000,4194,1,420.579,3,0.55
800,640000,4794,1,530.862,5,1.45
900,810000,5394,1,673.413,3,0.82
1000,1000000,5994,1,1045.607,3,1.12
