N,num_variables,num_constraints,api_time_ms,model_time_ms,repetitions,error_pct
100,10000,594,7,4.238,3,0.96
200,40000,1194,7.0,16.7305,12,1.43
300,90000,1794,7,38.928,3,0.52
400,160000,2394,8,66.938,3,0.36
500,250000,2994,8,107.58,3,0.62
600,360000,3594,8,152.7,3,0.65
700,490000,4194,8,209.043,3,0.32
800,640000,4794,8,269.39,3,0.1
900,810000,5394,8,353.975,3,0.78
1000,1000000,5994,8,433.707,3,0.31
