N,num_variables,num_constraints,api_time_ms,model_time_ms,repetitions,error_pct
100,10000,594,1,1.67,25,1.69
200,40000,1194,1,6.522,25,1.61
300,90000,1794,1,15.189,3,1.07
400,160000,2394,1.0,28.799,4,1.18
500,250000,2994,1.0,50.613,16,1.43
600,360000,3594,1,75.681,7,1.31
700,490000,4194,1.0,119.3865,10,1.45
800,640000,4794,1,153.007,3,0.92
900,810000,5394,1,222.062,3,1.05
1000,1000000,5994,1,242.294,3,0.24
