N,num_variables,num_constraints,api_time_ms,model_time_ms,repetitions,error_pct
100,10000,594,1,1.724,25,2.37
200,40000,1194,1,6.996,15,1.43
300,90000,1794,1,15.846,15,1.43
400,160000,2394,1,26.608,3,0.81
500,250000,2994,1,49.251,3,0.56
600,360000,3594,1,74.036,3,0.29
700,490000,4194,1.0,122.7985,6,1.45
800,640000,4794,1,159.913,3,0.99
900,810000,5394,1,232.726,3,0.04
1000,1000000,5994,1,246.711,3,0.35
