N,num_variables,num_constraints,api_time_ms,model_time_ms,repetitions,error_pct
100,10000,594,12.0,0.974,14,1.44
200,40000,1194,11,3.442,3,1.05
300,90000,1794,11,7.522,7,1.42
400,160000,2394,11.5,12.8825,6,1.42
500,250000,2994,11,20.164,3,0.45
600,360000,3594,11.0,29.191,4,1.45
700,490000,4194,11.0,39.482,4,1.19
800,640000,4794,12.0,51.846,6,1.33
900,810000,5394,12.0,65.4745,4,1.29
1000,1000000,5994,13,75.478,3,0.41
