N,num_variables,num_constraints,api_time_ms,model_time_ms,repetitions,error_pct
100,10000,594,0,1.253,25,2.41
200,40000,1194,0,5.068,25,1.57
300,90000,1794,0,11.047,3,0.62
400,160000,2394,0,20.026,9,1.46
500,250000,2994,0.0,29.9355,10,1.38
600,360000,3594,0,44.292,3,0.45
700,490000,4194,0,60.342,3,0.5
800,640000,4794,0,83.528,3,0.66
900,810000,5394,0,107.883,3,0.21
1000,1000000,5994,0,136.145,3,0.12
