N,num_variables,num_constraints,api_time_ms,model_time_ms,repetitions,error_pct
100,10000,594,0.0,1.849,6,1.49
200,40000,1194,0.0,4.5755,18,1.49
300,90000,1794,0,8.014,11,1.45
400,160000,2394,0.0,15.9485,4,1.46
500,250000,2994,0.0,21.9575,4,1.36
600,360000,3594,0.0,31.7115,4,1.45
700,490000,4194,0,42.105,3,0.62
800,640000,4794,0,56.522,3,1.0
900,810000,5394,0,67.869,3,1.48
1000,1000000,5994,0,95.11,3,0.63
