N,num_variables,num_constraints,api_time_ms,model_time_ms,repetitions,error_pct
100,10000,594,0,1.509,3,1.08
200,40000,1194,0,6.568,3,0.07
300,90000,1794,0,15.299,3,0.4
400,160000,2394,0.0,25.2225,4,1.37
500,250000,2994,0.0,47.6005,4,1.23
600,360000,3594,0,61.154,3,0.43
700,490000,4194,0.0,81.361,4,1.11
800,640000,4794,0,111.741,3,0.69
900,810000,5394,0,162.999,3,0.66
1000,1000000,5994,0,198.908,3,0.47
