N,num_variables,num_constraints,api_time_ms,model_time_ms,repetitions,error_pct
100,10000,594,12,0.872,15,1.42
200,40000,1194,12,3.128,3,0.98
300,90000,1794,12,6.549,11,1.5
400,160000,2394,12,11.935,3,1.37
500,250000,2994,11.0,17.4895,4,1.49
600,360000,3594,12,26.397,3,0.66
700,490000,4194,12,35.274,3,0.6
800,640000,4794,12,45.749,3,0.64
900,810000,5394,12,58.541,3,0.9
1000,1000000,5994,12,69.416,3,0.58
