N,num_variables,num_constraints,api_time_ms,model_time_ms,repetitions,error_pct
100,10000,594,0,1.944,17,1.48
200,40000,1194,0.0,4.982,22,1.5
300,90000,1794,0,8.66,15,1.48
400,160000,2394,0,15.419,7,1.47
500,250000,2994,0,25.532,3,1.26
600,360000,3594,0,34.05,5,1.42
700,490000,4194,0.0,44.7715,4,1.15
800,640000,4794,0,61.107,3,0.33
900,810000,5394,0,75.82,3,1.01
1000,1000000,5994,0,104.467,3,0.87
