N,num_variables,num_constraints,api_time_ms,model_time_ms,repetitions,error_pct
100,10000,594,7,7.461,15,1.41
200,40000,1194,7,24.145,13,1.49
300,90000,1794,8,51.695,3,0.76
400,160000,2394,8,85.1,3,1.44
500,250000,2994,8,124.282,3,0.88
600,360000,3594,8,181.859,3,0.71
700,490000,4194,8,244.01,3,0.66
800,640000,4794,8.0,315.8225,4,1.36
900,810000,5394,8,397.616,3,0.36
1000,1000000,5994,8,482.154,3,0.19
