N,num_variables,num_constraints,api_time_ms,model_time_ms,repetitions,error_pct
100,10000,594,4,1.608,9,1.39
200,40000,1194,4,6.208,3,1.19
300,90000,1794,4,15.396,3,0.85
400,160000,2394,4,25.417,5,1.28
500,250000,2994,4,38.339,3,0.26
600,360000,3594,4,59.557,3,0.37
700,490000,4194,4,79.293,3,0.99
800,640000,4794,5,107.446,3,0.52
900,810000,5394,5,132.97,3,1.23
1000,1000000,5994,4,152.612,3,0.23
