N,num_variables,num_constraints,api_time_ms,model_time_ms,repetitions,error_pct
100,10000,594,0,3.362,17,1.49
200,40000,1194,0.0,9.551,4,1.27
300,90000,1794,0,18.773,5,1.45
400,160000,2394,0,33.716,3,0.35
500,250000,2994,0,53.006,3,1.31
600,360000,3594,0.0,76.0405,4,1.31
700,490000,4194,0,106.689,3,0.43
800,640000,4794,0,139.067,3,0.55
900,810000,5394,0,179.78,3,0.44
1000,1000000,5994,0,217.326,3,0.51
