N,num_variables,num_constraints,api_time_ms,model_time_ms,repetitions,error_pct
100,10000,594,4.0,1.111,10,1.41
200,40000,1194,4,4.843,3,0.82
300,90000,1794,4,11.145,3,1.2
400,160000,2394,4,19.746,3,1.18
500,250000,2994,4,33.916,3,0.84
600,360000,3594,4,47.429,3,1.46
700,490000,4194,4,63.134,3,1.2
800,640000,4794,4,96.93,3,0.13
900,810000,5394,4,120.216,3,0.64
1000,1000000,5994,4.5,135.0205,6,1.36
