N,num_variables,num_constraints,api_time_ms,model_time_ms,repetitions,error_pct
100,10000,594,0,3.453,3,0.72
200,40000,1194,0.0,9.2645,4,1.13
300,90000,1794,0.0,18.3605,14,1.44
400,160000,2394,0.0,32.5485,14,1.41
500,250000,2994,0,50.085,3,1.34
600,360000,3594,0,73.948,3,1.26
700,490000,4194,0,102.365,3,0.68
800,640000,4794,0,133.625,3,0.76
900,810000,5394,0,174.158,3,1.04
1000,1000000,5994,0,207.404,3,0.73
