N,num_variables,num_constraints,api_time_ms,model_time_ms,repetitions,error_pct
100,10000,594,0.0,3.289,8,1.43
200,40000,1194,0,9.233,3,1.48
300,90000,1794,0,18.215,3,1.4
400,160000,2394,0,31.36,3,0.92
500,250000,2994,0.0,49.863,4,1.37
600,360000,3594,0,70.344,3,0.82
700,490000,4194,0,99.42,3,0.92
800,640000,4794,0,130.726,3,1.48
900,810000,5394,0,167.109,3,0.94
1000,1000000,5994,0,203.835,9,1.46
