N,num_variables,num_constraints,api_time_ms,model_time_ms,repetitions,error_pct
100,10000,594,1.0,1.8875,20,1.49
200,40000,1194,1.0,4.411,6,1.46
300,90000,1794,1,7.785,3,1.47
400,160000,2394,1,13.515,3,1.11
500,250000,2994,1,19.378,3,0.84
600,360000,3594,1.0,27.9645,4,1.41
700,490000,4194,1,35.765,25,1.49
800,640000,4794,1,53.162,3,0.66
900,810000,5394,1,64.831,3,0.38
1000,1000000,5994,1,78.933,3,0.61
