N,num_variables,num_constraints,api_time_ms,model_time_ms,repetitions,error_pct
100,10000,594,0,1.781,11,1.41
200,40000,1194,0.0,5.05,8,1.48
300,90000,1794,0.0,8.399,12,1.46
400,160000,2394,0,14.088,3,0.55
500,250000,2994,0,20.842,3,1.0
600,360000,3594,0.0,29.9235,4,1.33
700,490000,4194,0.0,39.8755,6,1.42
800,640000,4794,0,53.923,3,1.38
900,810000,5394,0,67.542,3,1.12
1000,1000000,5994,0.0,81.7105,4,1.24
