N,num_variables,num_constraints,api_time_ms,model_time_ms,repetitions,error_pct
100,10000,594,12.0,0.9635,10,1.36
200,40000,1194,12,3.494,3,1.29
300,90000,1794,12,7.488,3,1.15
400,160000,2394,11,13.169,3,1.05
500,250000,2994,12,20.205,3,0.96
600,360000,3594,12,28.971,7,1.38
700,490000,4194,12,39.485,3,1.33
800,640000,4794,12,51.173,3,1.09
900,810000,5394,12.0,65.2535,4,1.21
1000,1000000,5994,12,74.349,3,0.51
