N,num_variables,num_constraints,api_time_ms,model_time_ms,repetitions,error_pct
100,10000,594,5,1.858,23,1.49
200,40000,1194,5.0,5.827,16,1.44
300,90000,1794,4,12.251,25,1.46
400,160000,2394,5.0,24.0035,4,1.42
500,250000,2994,5,36.993,3,0.61
600,360000,3594,6,60.929,25,3.01
700,490000,4194,6,80.685,3,0.97
800,640000,4794,6,107.778,5,1.31
900,810000,5394,6,180.418,25,1.71
1000,1000000,5994,6,199.319,23,1.85
