N,num_variables,num_constraints,api_time_ms,model_time_ms,repetitions,error_pct
100,10000,594,10.0539,20.37,21,1.45
200,40000,1194,10.2248,75.7243,4,1.38
300,90000,1794,10.2399,164.2669,7,1.42
400,160000,2394,10.2999,290.241,3,0.4
500,250000,2994,10.532,475.5303,3,0.9
600,360000,3594,10.3596,736.03,6,2.44
700,490000,4194,10.3618,1113.6507,3,1.47
800,640000,4794,10.3276,1506.1949,3,1.6
900,810000,5394,10.4529,1899.1683,3,2.28
1000,1000000,5994,10.3197,2375.05,2,1.75
