N,num_variables,num_constraints,api_time_ms,model_time_ms,repetitions,error_pct
100,10000,594,69.2113,117.2414,3,0.4
200,40000,1194,69.0269,148.5162,3,0.89
300,90000,1794,69.3616,197.5341,3,0.17
400,160000,2394,69.4549,280.2596,3,0.33
500,250000,2994,69.5832,359.1615,3,0.31
600,360000,3594,70.3398,476.494,3,1.03
700,490000,4194,68.9305,656.1994,3,0.51
800,640000,4794,69.9923,866.039,3,0.45
900,810000,5394,69.5468,1085.3977,3,1.04
1000,1000000,5994,70.116,1354.1593,3,0.88
