N,num_variables,num_constraints,api_time_ms,model_time_ms,repetitions,error_pct
100,10000,594,52.0408,75.8193,8,1.43
200,40000,1194,51.4751,181.1444,3,0.76
300,90000,1794,53.3829,348.4333,3,0.76
400,160000,2394,53.0318,584.9324,3,0.56
500,250000,2994,52.8063,900.4572,3,0.61
600,360000,3594,52.3775,1302.182,3,1.24
700,490000,4194,53.0173,1787.629,3,0.08
800,640000,4794,53.053,2291.1261,3,0.67
900,810000,5394,69.6062,2981.2754,2,0.83
1000,1000000,5994,53.0012,3688.0331,2,0.94
