N,num_variables,num_constraints,api_time_ms,model_time_ms,repetitions,error_pct
100,10000,594,52.3613,63.829,3,0.07
200,40000,1194,52.2822,167.1619,3,0.22
300,90000,1794,51.8822,336.2061,3,0.53
400,160000,2394,52.6176,567.6847,3,1.4
500,250000,2994,52.7838,896.0319,3,0.86
600,360000,3594,53.0827,1265.2479,3,0.25
700,490000,4194,53.3598,1758.1127,3,0.71
800,640000,4794,52.8754,2298.2133,3,0.95
900,810000,5394,67.7275,2881.5114,2,0.47
1000,1000000,5994,52.7251,3591.004,2,0.14
