100,10000,594,39992,0.1383
200,40000,1194,159992,0.0805
300,90000,1794,359992,0.1687
400,160000,2394,639992,0.3332
500,250000,2994,999992,0.5491
600,360000,3594,1439992,0.9196
700,490000,4194,1959992,1.3681
800,640000,4794,2559992,1.9696
900,810000,5394,3239992,2.7385
1000,1000000,5994,3999992,3.7200
