100,gurobi,0.1308
200,gurobi,0.8447
300,gurobi,2.7560
400,gurobi,6.6009
500,gurobi,12.9648
600,gurobi,22.7731
700,gurobi,36.0558
800,gurobi,54.1764
900,gurobi,77.4004
1000,gurobi,106.2807
