100,10000,594,39992,0.1658
200,40000,1194,159992,0.8076
300,90000,1794,359992,2.6459
400,160000,2394,639992,6.5413
500,250000,2994,999992,12.6787
600,360000,3594,1439992,21.9860
700,490000,4194,1959992,35.3079
800,640000,4794,2559992,53.3174
900,810000,5394,3239992,75.9175
1000,1000000,5994,3999992,104.5766
