100,pulp,0.1376
200,pulp,0.8756
300,pulp,2.8407
400,pulp,6.9188
500,pulp,13.7057
600,pulp,24.0885
700,pulp,38.1163
800,pulp,57.8710
900,pulp,82.7434
1000,pulp,113.5586
